1878,357492,3
2131,770024,3
4840,72369,3
5463,0,0
5576,302221,3
7557,367790,2
9968,754698,3
15060,324436,2
15711,754698,3
15996,937253,3
21565,357492,3
27193,713125,3
30237,489752,3
30717,661124,3
34024,351033,3
35544,72369,3
44793,883230,3
45329,367790,2
47594,133727,3
47994,563057,3
48463,357492,3
53315,753517,2
55533,883230,3
61138,510805,3
62029,754698,3
66604,489752,3
67891,357492,3
68470,783244,3
72369,753517,2
73141,687254,2
73598,504270,3
85938,117068,3
92615,133727,3
97127,661124,3
100479,73141,3
102648,563057,3
107097,753517,2
115122,661124,3
115997,504270,3
117068,324436,2
122227,754698,3
126347,357492,3
126940,357492,3
130420,351033,3
133727,367790,2
138517,872105,3
144659,937253,3
147953,909467,3
149172,565940,3
153399,367790,2
155988,107097,3
165412,563057,3
177582,751491,3
181392,770024,3
182802,15060,3
184859,357492,3
185460,15060,3
198461,783244,3
199975,783244,3
202819,751491,3
223765,133727,3
225306,783244,3
232858,357492,3
237977,504270,3
240767,504270,3
243198,367790,2
246545,770024,3
248178,563057,3
250051,456723,3
252300,713125,3
257646,15060,3
259126,73141,3
266754,351033,3
271256,504270,3
272996,15060,3
276194,53315,3
280404,302221,3
286138,510805,3
294837,909467,3
302221,324436,2
302362,872105,3
306565,489752,3
312328,510805,3
313995,73141,3
323144,15060,3
324436,5463,1
326879,661124,3
329965,133727,3
338054,15060,3
339924,357492,3
340109,45329,3
341549,351033,3
342024,655307,3
343217,357492,3
349394,7557,3
351033,324436,2
352496,243198,3
357171,661124,3
357492,367790,2
358540,456723,3
367373,565940,3
367790,5463,1
377969,470342,3
380269,751491,3
386829,72369,3
395270,655307,3
396312,909467,3
400430,783244,3
400927,153399,3
405683,45329,3
407591,351033,3
409349,133727,3
411276,107097,3
415373,73141,3
420392,302221,3
431706,357492,3
432187,73141,3
433952,243198,3
435720,563057,3
439716,489752,3
442554,357492,3
444841,153399,3
447067,713125,3
450571,72369,3
451388,302221,3
451757,563057,3
453212,133727,3
456723,367790,2
464259,133727,3
464282,45329,3
465779,783244,3
467924,351033,3
470342,687254,2
474928,883230,3
478538,470342,3
481538,565940,3
484495,15060,3
485148,883230,3
486318,470342,3
489752,367790,2
491131,243198,3
492759,872105,3
493227,783244,3
496639,351033,3
504270,687254,2
507164,45329,3
507942,661124,3
510805,324436,2
511018,565940,3
515442,770024,3
518399,243198,3
522970,456723,3
523171,563057,3
532703,243198,3
551023,73141,3
552242,883230,3
554671,883230,3
556320,456723,3
558411,73141,3
559381,470342,3
562491,302221,3
563057,324436,2
565296,655307,3
565940,367790,2
568953,351033,3
569599,302221,3
578206,770024,3
578365,456723,3
580225,153399,3
595814,7557,3
598310,510805,3
600907,489752,3
603377,754698,3
607505,770024,3
620819,909467,3
634990,872105,3
635472,357492,3
638179,153399,3
643723,133727,3
646648,53315,3
649413,754698,3
651000,510805,3
653790,470342,3
654996,117068,3
655307,753517,2
657341,73141,3
658837,73141,3
660542,302221,3
661124,753517,2
662631,302221,3
668316,872105,3
670314,153399,3
671267,751491,3
672463,504270,3
675356,504270,3
678322,713125,3
680178,133727,3
680336,243198,3
687254,5463,1
689209,883230,3
693832,302221,3
698006,565940,3
702287,45329,3
711251,713125,3
711703,153399,3
712293,243198,3
712372,713125,3
713125,324436,2
720526,661124,3
720751,510805,3
723613,661124,3
729189,45329,3
731847,470342,3
733819,489752,3
735855,661124,3
738049,15060,3
742620,351033,3
743415,783244,3
745401,456723,3
747832,754698,3
748932,7557,3
751491,687254,2
752272,504270,3
753517,5463,1
754698,367790,2
756323,713125,3
770024,753517,2
783244,687254,2
784039,117068,3
786789,661124,3
789428,243198,3
798274,15060,3
813945,504270,3
817293,770024,3
817555,15060,3
821342,7557,3
822389,153399,3
834023,133727,3
834312,504270,3
834433,107097,3
839431,117068,3
841171,53315,3
841723,489752,3
843426,357492,3
851375,783244,3
851477,937253,3
860005,489752,3
862760,770024,3
872105,753517,2
875598,7557,3
875736,883230,3
879931,937253,3
883230,367790,2
885339,783244,3
891260,45329,3
902775,872105,3
903039,117068,3
909467,753517,2
912004,751491,3
917730,937253,3
920616,655307,3
923906,7557,3
924362,770024,3
929290,565940,3
932074,661124,3
932499,117068,3
933656,53315,3
936210,72369,3
937253,687254,2
938683,456723,3
942124,489752,3
943472,655307,3
944099,661124,3
950186,133727,3
950568,7557,3
955854,489752,3
958024,563057,3
959677,456723,3
961154,456723,3
970042,456723,3
976947,713125,3
981306,456723,3
982118,783244,3
985379,883230,3
988594,45329,3
991122,909467,3
996715,937253,3
