5463,0,0
7557,367790,2
15060,324436,2
45329,367790,2
53315,753517,2
72369,753517,2
73141,687254,2
107097,753517,2
117068,324436,2
133727,367790,2
153399,367790,2
243198,367790,2
302221,324436,2
324436,5463,1
351033,324436,2
357492,367790,2
367790,5463,1
456723,367790,2
470342,687254,2
489752,367790,2
504270,687254,2
510805,324436,2
563057,324436,2
565940,367790,2
655307,753517,2
661124,753517,2
687254,5463,1
713125,324436,2
751491,687254,2
753517,5463,1
754698,367790,2
770024,753517,2
783244,687254,2
872105,753517,2
883230,367790,2
909467,753517,2
937253,687254,2
