17,657341,4
46,151219,5
178,91410,5
226,712372,4
425,569599,4
469,454976,5
615,474928,4
651,72240,5
775,306053,5
792,63114,5
994,493073,5
1052,974712,5
1166,289524,5
1200,30488,5
1279,552242,4
1513,994341,5
1526,317500,5
1557,897028,5
1561,654354,5
1583,826319,5
1592,392394,5
1616,264061,5
1616,989999,5
1787,918499,5
1819,323144,4
1826,352164,5
1878,357492,3
1919,542826,5
1944,575972,5
1995,823808,5
2025,798474,5
2043,791390,5
2131,770024,3
2193,58892,5
2211,488117,5
2216,846722,5
2342,420738,5
2451,612713,5
2475,621971,5
2496,117243,5
2609,557778,5
2616,522593,5
2633,332664,5
2696,968917,5
2740,196007,5
2800,352680,5
2861,786789,4
3067,305038,5
3115,204621,5
3138,535233,5
3203,180418,5
3245,549668,5
3259,568431,5
3296,8441,5
3376,429363,5
3396,250336,5
3413,584734,5
3437,894820,5
3615,107658,5
3754,65595,5
3758,34406,5
3769,39931,5
3836,691883,5
3870,138818,5
3902,845684,5
3977,927479,5
4038,590803,5
4350,482410,5
4432,564210,5
4505,188580,5
4623,64866,5
4675,980318,5
4710,256532,5
4738,435500,5
4751,14833,5
4810,396312,4
4840,72369,3
4841,723029,5
4855,635378,5
4967,702741,5
5000,507759,5
5005,801916,5
5102,256532,5
5107,423268,5
5123,20075,5
5334,938683,4
5442,522593,5
5463,0,0
5465,616005,5
5472,890171,5
5484,7395,5
5514,242457,5
5521,917730,4
5568,743415,4
5571,510534,5
5576,302221,3
5577,552242,4
5597,74710,5
5598,149172,4
5631,73598,4
5696,576978,5
5812,913713,5
5878,283133,5
6050,471883,5
6209,377407,5
6252,420738,5
6378,267496,5
6486,413053,5
6584,588392,5
6622,938683,4
6623,514682,5
6719,39931,5
6737,361287,5
6763,956387,5
6790,686818,5
6857,178400,5
6902,825683,5
6980,581246,5
7005,863824,5
7064,181892,5
7120,897028,5
7152,199229,5
7219,879507,5
7271,133797,5
7294,36169,5
7391,110593,5
7395,4840,4
7471,994046,5
7557,367790,2
7611,719795,5
7686,397100,5
7771,994549,5
7800,154430,5
7810,315244,5
7828,127957,5
7836,820383,5
7838,140659,5
7841,973348,5
7850,690161,5
7991,917730,4
8000,63618,5
8002,616005,5
8025,398258,5
8102,754450,5
8279,352496,4
8280,216783,5
8307,12351,5
8373,61138,4
8377,400430,4
8441,34024,4
8478,99147,5
8571,836236,5
8642,361287,5
8673,262420,5
8678,30717,4
8723,980318,5
8763,374491,5
8767,28121,5
8777,213153,5
8788,358694,5
8842,402765,5
8851,411155,5
8907,586143,5
8939,480027,5
9020,365481,5
9037,610418,5
9050,953581,5
9087,142523,5
9145,879507,5
9146,831647,5
9203,665285,5
9208,58547,5
9208,457889,5
9224,680533,5
9233,827544,5
9271,434830,5
9291,169156,5
9315,149172,4
9351,149650,5
9466,676622,5
9501,465735,5
9510,509549,5
9554,391484,5
9582,206931,5
9596,926494,5
9635,407591,4
9649,909976,5
9686,498117,5
9703,354825,5
9711,15143,5
9718,826659,5
9777,537179,5
9811,368024,5
9813,240136,5
9824,408678,5
9850,180418,5
9895,552247,5
9966,108889,5
9968,754698,3
10045,322825,5
10165,935840,5
10196,20075,5
10198,48380,5
10232,49404,5
10259,968495,5
10271,211549,5
10351,430384,5
10435,228979,5
10463,428808,5
10471,142753,5
10518,684464,5
10546,821047,5
10599,864905,5
10672,222097,5
10676,781401,5
10734,327820,5
10735,99147,5
10747,28846,5
10768,280176,5
10790,776345,5
10824,364398,5
10829,344994,5
10908,233097,5
10931,598310,4
11086,460469,5
11114,679546,5
11305,651179,5
11333,133797,5
11348,332270,5
11369,27180,5
11400,994046,5
11417,509231,5
11470,717637,5
11564,600227,5
11565,880527,5
11611,959574,5
11631,316012,5
11638,75695,5
11664,656517,5
11790,725476,5
11826,676622,5
11837,311480,5
11895,75294,5
11917,797794,5
12013,959677,4
12041,994807,5
12080,885820,5
12089,763458,5
12138,899264,5
12205,429394,5
12218,377407,5
12346,59595,5
12351,891260,4
12353,295382,5
12437,735659,5
12469,47994,4
12518,425789,5
12556,865562,5
12588,199205,5
12590,419065,5
12596,148183,5
12780,694151,5
12790,230173,5
12913,603311,5
13020,715553,5
13086,305052,5
13115,149172,4
13252,496574,5
13308,424047,5
13420,184859,4
13423,649975,5
13456,731065,5
13460,62029,4
13549,472522,5
13570,79857,5
13642,102482,5
13680,272996,4
13700,93170,5
13707,876045,5
13718,377407,5
13758,537166,5
13800,849789,5
13822,270386,5
13875,195304,5
13935,136248,5
13946,785963,5
13947,24579,5
14023,223279,5
14056,598310,4
14134,5576,4
14158,710779,5
14311,339924,4
14373,589688,5
14400,405935,5
14414,179344,5
14489,728611,5
14497,166099,5
14508,588395,5
14544,30353,5
14590,28846,5
14593,138818,5
14640,941986,5
14685,68470,4
14833,885339,4
14940,715968,5
14983,381924,5
15008,338054,4
15030,382824,5
15060,324436,2
15104,45164,5
15143,841723,4
15146,1819,5
15153,633347,5
15193,749645,5
15209,252637,5
15283,421038,5
15308,532156,5
15317,507164,4
15454,972292,5
15458,405683,4
15516,622702,5
15519,950607,5
15602,832385,5
15676,950607,5
15711,754698,3
15740,202151,5
15756,260201,5
15804,551023,4
15989,129330,5
15996,937253,3
16127,17,5
16605,525063,5
16632,532156,5
16693,758491,5
16704,497529,5
16791,382169,5
16807,177702,5
16902,890171,5
17056,712293,4
17078,388432,5
17138,847104,5
17178,871034,5
17331,507111,5
17366,5631,5
17370,37052,5
17404,23543,5
17449,351064,5
17511,598265,5
